masv,mahp,diem
5452,008,7.0
5452,015,5.0
5452,002,8.3
5452,014,9.7
5452,020,4.6
5453,001,8.3
5453,021,4.9
5453,012,7.9
5453,007,6.8
5453,013,8.2
5454,005,6.2
5454,007,4.7
5454,018,8.7
5454,013,6.0
5454,004,7.0
5454,002,9.8
5455,007,8.4
5455,015,6.8
5455,016,9.5
5455,011,5.8
5455,013,4.0
5455,021,5.7
5456,010,8.1
5456,019,7.4
5457,009,7.5
5457,010,5.7
5457,006,6.1
5457,022,8.2
5457,012,6.6
5458,020,6.7
5458,004,5.7
5458,002,9.9
5459,007,7.1
5459,001,5.0
5459,018,6.4
5460,008,7.4
5460,018,4.3
5460,003,9.1
5461,012,5.2
5461,020,7.3
5462,012,4.6
5462,011,9.6
5462,002,5.2
5462,001,8.2
5462,005,4.8
5462,003,9.2
5463,022,8.6
5463,008,7.4
5463,011,9.9
5463,001,7.9
5463,002,9.1
5463,015,6.2
5464,005,8.4
5464,020,4.1
5464,014,6.1
5464,016,7.9
5464,021,5.9
5464,002,9.7
5465,003,6.4
5465,011,7.5
5466,018,5.4
5466,008,6.2
5466,006,4.2
5466,001,6.4
5467,022,4.9
5467,004,6.7
5467,005,8.8
5467,021,9.4
5468,020,10.0
5468,013,6.6
5468,006,6.7
5468,002,9.5
5469,010,7.4
5469,020,4.0
5469,007,5.7
5469,009,4.8
5469,017,6.0
5469,005,8.5
5470,012,4.1
5470,001,7.4
5470,010,7.4
5471,010,6.6
5471,022,9.8
5471,004,7.4
5471,017,5.9
5471,005,9.8
5471,008,6.1
5472,022,9.0
5472,004,6.9
5473,002,9.0
5473,008,9.5
5474,017,4.3
5474,001,9.9
5474,018,7.0
5474,007,6.0
5474,015,5.8
5474,010,7.8
5475,018,9.9
5475,012,7.2
5476,005,4.0
5476,018,8.0
5477,012,5.9
5477,001,4.0
5477,014,7.4
5477,022,7.9
5477,011,8.3
5477,010,6.1
5478,019,7.0
5478,001,4.3
5479,013,4.4
5479,003,9.9
5479,008,7.8
5479,001,4.9
5480,013,4.9
5480,009,6.6
5480,004,6.5
5480,012,4.8
5481,015,8.3
5481,004,6.2
5481,006,9.8
5481,010,5.6
5481,017,9.0
5481,021,4.4
5482,013,6.3
5482,022,7.2
5482,015,4.8
5482,006,4.2
5482,021,5.7
5483,011,8.4
5483,022,4.9
5483,007,9.5
5483,004,8.0
5483,008,8.0
5484,005,7.1
5484,013,8.2
5484,017,9.1
5484,011,7.8
5485,019,7.7
5485,001,7.2
5485,021,6.3
5486,016,7.4
5486,006,4.8
5486,012,5.6
5486,017,7.7
5487,018,7.5
5487,014,7.3
5487,010,5.6
5487,002,5.8
5488,019,7.4
5488,013,5.3
5489,015,7.2
5489,012,4.8
5489,020,7.5
5489,005,7.1
5489,017,7.6
5490,014,7.7
5490,009,9.7
5490,020,9.4
5490,010,5.5
5491,012,5.1
5491,008,9.0
5491,006,6.6
5491,013,4.7
5491,010,8.2
5492,002,5.1
5492,021,8.0
5492,014,9.2
5492,009,8.4
5493,021,7.7
5493,010,7.2
5493,015,7.7
5493,006,6.7
5493,020,7.6
5493,018,9.2
5494,008,9.4
5494,005,5.8
5494,010,8.3
5494,011,4.9
5495,017,5.1
5495,015,4.5
5496,011,6.3
5496,012,8.2
5496,002,8.0
5497,016,7.7
5497,015,8.5
5497,008,6.2
5497,017,6.5
5497,019,6.9
5498,008,4.5
5498,013,9.8
5499,006,9.2
5499,014,4.9
5499,005,9.2
5500,011,4.5
5500,002,7.5
5500,019,7.2
5500,010,9.6
5500,014,4.9
5500,005,8.0
5501,015,8.9
5501,010,6.0
5501,019,8.1
5501,012,8.2
5501,002,6.3
5502,002,4.6
5502,020,7.6
5502,008,5.4
5502,010,4.1
5503,011,6.3
5503,007,6.0
5503,008,7.5
5503,015,5.1
5503,020,9.8
5504,011,4.1
5504,018,5.6
5505,009,6.3
5505,014,4.2
5505,018,5.5
5506,001,9.0
5506,014,8.0
5506,019,6.8
5506,021,5.7
5506,017,9.5
5506,008,9.2
5507,010,9.4
5507,016,5.7
5507,007,7.0
5508,001,5.8
5508,008,8.4
5509,001,8.5
5509,019,5.5
5509,004,6.9
5509,011,4.3
5510,014,6.5
5510,012,7.7
5510,008,7.7
5511,009,4.7
5511,006,4.7
5511,018,5.4
5511,011,9.7
5511,014,8.0
5511,021,8.5
5512,003,5.6
5512,022,5.9
5513,017,5.3
5513,004,7.6
5513,012,7.0
5514,022,6.1
5514,021,7.2
5515,006,6.6
5515,020,7.5
5515,015,8.9
5515,022,7.2
5515,014,5.3
5515,018,4.8
5516,008,9.2
5516,020,4.6
5516,017,7.7
5516,014,8.9
5516,006,5.5
5517,022,7.2
5517,020,8.1
5517,021,7.9
5517,018,9.4
5518,004,6.3
5518,020,8.6
5518,011,5.8
5518,005,5.6
5518,019,6.4
5518,003,6.3
5519,007,7.7
5519,008,5.1
5519,002,9.3
5519,021,7.4
5519,011,8.7
5519,022,8.8
5520,018,4.8
5520,002,9.8
5520,008,6.1
5521,013,8.7
5521,019,8.7
5521,009,4.1
5521,015,6.1
5521,003,8.4
5521,010,4.6
5522,015,9.0
5522,011,8.0
5522,014,5.8
5522,009,8.1
5523,007,5.1
5523,011,7.5
5524,006,4.2
5524,017,8.2
5524,015,7.1
5525,006,7.6
5525,012,9.5
5526,012,7.5
5526,001,7.7
5526,014,4.2
5526,006,8.8
5526,004,4.2
5527,004,9.0
5527,014,4.0
5527,003,7.7
5527,019,4.5
5527,008,6.2
5527,010,4.8
5528,012,6.6
5528,011,6.1
5528,005,9.4
5528,013,5.5
5529,020,5.7
5529,005,6.8
5529,002,8.2
5529,013,6.2
5530,014,6.8
5530,011,5.5
5530,015,4.2
5530,002,8.9
5531,005,5.1
5531,006,7.8
5532,016,6.8
5532,004,7.3
5532,017,9.5
5532,021,7.1
5532,002,4.6
5532,001,5.1
5533,021,4.7
5533,004,9.5
5533,013,6.0
5533,014,4.6
5534,018,4.6
5534,001,10.0
5535,009,5.3
5535,007,5.0
5535,016,5.0
5535,019,4.1
5536,016,4.3
5536,015,4.2
5536,008,4.1
5536,009,9.9
5536,014,8.0
5536,018,4.8
5537,006,8.8
5537,010,4.3
5537,001,8.2
5537,018,5.3
5537,002,5.1
5538,014,4.5
5538,008,8.0
5539,014,7.8
5539,002,7.6
5540,004,8.5
5540,002,4.8
5540,016,5.2
5540,015,5.0
5540,007,5.6
5540,019,5.7
5541,021,4.9
5541,005,8.0
5542,001,6.0
5542,017,4.8
5542,009,5.5
5542,002,6.1
5543,016,6.4
5543,019,5.3
5543,020,7.8
5544,002,7.7
5544,017,9.7
5544,007,4.0
5544,016,9.6
5545,015,8.5
5545,007,8.5
5545,001,6.6
5545,017,7.2
5545,008,6.6
5545,016,5.2
5546,020,8.3
5546,009,8.8
5547,020,7.5
5547,013,5.8
5547,019,4.5
5548,018,8.3
5548,021,6.1
5548,010,7.7
5548,002,7.1
5548,001,7.2
5549,019,6.8
5549,009,4.7
5550,013,5.0
5550,018,7.2
5550,001,8.6
5550,015,5.6
5551,022,7.4
5551,017,6.5
5552,007,9.8
5552,006,4.3
5552,015,5.0
5552,008,9.5
5552,011,8.5
5552,010,6.3
5553,009,9.1
5553,015,4.0
5553,001,7.9
5554,017,7.1
5554,010,9.8
5555,004,8.9
5555,011,7.5
5555,006,4.9
5555,018,5.3
5555,007,5.5
5556,012,6.0
5556,005,9.3
5556,019,5.8
5556,015,7.0
5556,001,5.6
5557,011,5.3
5557,003,9.9
5557,002,8.5
5557,019,8.6
5558,020,5.6
5558,009,9.1
5558,002,6.8
5559,016,9.6
5559,012,5.1
5559,005,7.6
5559,007,6.6
5559,017,5.8
5560,001,5.9
5560,012,4.3
5560,019,8.4
5561,014,5.9
5561,022,8.2
5561,016,7.9
5561,005,6.6
5561,001,9.6
5561,019,5.1
5562,020,4.6
5562,003,4.5
5562,022,5.0
5562,018,5.8
5562,007,7.3
5563,019,7.5
5563,015,6.6
5563,018,4.6
5564,007,8.1
5564,005,5.0
5564,014,5.9
5564,012,6.0
5564,002,8.2
5564,008,7.4
5565,022,6.4
5565,012,6.8
5565,010,5.7
5565,007,5.0
5565,011,8.5
5565,005,5.5
5566,014,4.6
5566,007,8.2
5566,013,5.2
5566,004,6.5
5566,003,8.5
5567,007,4.5
5567,002,5.7
5567,013,7.0
5567,017,8.0
5567,018,8.4
5568,009,4.3
5568,002,7.5
5568,011,9.5
5569,014,4.9
5569,016,4.9
5570,018,5.1
5570,002,9.2
5571,004,8.2
5571,008,6.5
5571,021,4.3
5572,016,7.3
5572,005,7.7
5572,004,7.9
5572,013,4.5
5572,001,5.1
5572,017,4.7
5573,003,8.0
5573,005,8.2
5573,010,4.0
5573,020,9.9
5573,013,4.3
5573,017,9.6
5574,017,4.2
5574,007,4.3
5574,018,6.8
5574,006,6.7
5575,022,9.0
5575,015,9.7
5575,018,6.3
5575,011,5.7
5575,014,4.6
5575,019,6.9
5576,002,9.5
5576,005,6.6
5576,008,6.7
5576,014,9.9
5576,001,6.1
5577,020,4.1
5577,011,7.6
5578,021,6.0
5578,010,7.7
5578,015,6.7
5578,019,5.5
5578,005,5.4
5578,014,8.0
5579,007,4.8
5579,022,9.3
5579,008,8.0
5579,020,6.3
5579,016,4.9
5579,003,10.0
5580,020,9.2
5580,004,7.7
5580,016,9.9
5580,022,9.3
5581,009,6.6
5581,007,9.0
5582,013,8.1
5582,001,9.1
5583,012,8.5
5583,014,4.6
5583,021,9.4
5583,005,8.0
5584,019,9.7
5584,021,4.6
5584,018,4.2
5584,008,5.7
5584,011,9.4
5584,022,5.4
5585,022,9.0
5585,002,7.9
5585,005,9.9
5585,008,7.7
5585,006,9.7
5586,020,4.4
5586,005,10.0
5586,011,8.8
5586,016,5.0
5587,014,5.8
5587,013,7.0
5587,021,8.1
5587,010,5.4
5587,003,7.9
5587,016,5.5
5588,014,7.6
5588,019,8.0
5588,010,6.5
5588,020,5.0
5588,003,8.7
5588,008,9.9
5589,011,5.9
5589,018,8.9
5589,007,7.2
5590,022,4.1
5590,003,5.9
5590,001,4.3
5590,019,7.4
5590,013,4.9
5591,014,8.5
5591,011,7.0
5592,001,7.1
5592,003,7.7
5592,005,8.6
5592,008,4.0
5592,019,5.5
5592,009,5.3
5593,007,4.6
5593,020,7.5
5593,009,5.3
5594,009,4.4
5594,008,8.8
5594,002,4.9
5594,013,7.4
5595,014,8.1
5595,018,8.5
5596,021,4.7
5596,017,9.8
5596,010,4.2
5597,009,5.8
5597,007,7.4
5597,020,6.3
5598,018,9.1
5598,014,8.2
5599,019,6.3
5599,002,7.2
5599,016,8.2
5600,013,4.6
5600,002,8.8
5600,004,8.3
5601,011,4.4
5601,015,8.2
5601,010,6.9
5601,017,6.7
5602,003,5.3
5602,017,6.2
5602,004,5.5
5602,010,9.9
5602,016,5.3
5602,002,5.3
5603,012,5.9
5603,003,9.5
5604,020,4.6
5604,002,8.4
5605,009,6.5
5605,011,4.4
5605,015,7.6
5605,020,4.9
5606,015,7.0
5606,012,9.1
5606,001,9.4
5606,016,7.2
5606,021,9.7
5606,002,9.3
5607,021,8.7
5607,008,7.6
5607,001,7.7
5608,022,8.3
5608,009,6.1
5609,006,7.2
5609,021,5.4
5610,006,6.4
5610,014,9.8
5610,010,8.1
5610,007,9.9
5611,005,6.3
5611,006,8.2
5611,018,5.1
5611,011,4.6
5611,003,8.2
5612,010,4.1
5612,003,8.4
5612,005,4.4
5612,021,6.9
5612,014,7.4
5613,019,6.5
5613,022,6.4
5613,016,8.0
5614,021,5.1
5614,010,4.6
5615,012,5.3
5615,004,5.9
5615,009,9.5
5615,011,6.4
5615,020,5.5
5616,018,5.4
5616,010,6.2
5616,017,9.1
5616,006,6.0
5616,001,9.8
5616,005,6.5
5617,014,10.0
5617,018,8.0
5617,001,7.6
5617,019,5.5
5618,007,8.1
5618,017,7.6
5618,006,6.4
5618,022,7.1
5618,011,8.1
5618,001,5.0
5619,021,6.7
5619,018,9.9
5619,010,4.4
5619,012,7.3
5620,013,9.8
5620,004,7.1
5620,016,4.6
5620,009,5.3
5620,022,5.1
5620,019,7.7
5621,001,4.1
5621,013,5.0
5621,007,5.2
5621,014,5.9
5621,017,7.1
5621,011,8.3
5622,016,4.8
5622,001,5.3
5622,007,9.1
5622,010,8.4
5623,013,7.0
5623,018,5.8
5623,007,4.6
5624,014,4.4
5624,020,4.5
5624,017,9.4
5624,001,9.1
5624,005,9.9
5625,008,9.2
5625,015,4.2
5626,015,6.0
5626,012,5.0
5626,016,8.1
5626,021,8.9
5627,011,5.4
5627,006,5.0
5627,020,5.1
5628,008,8.9
5628,016,6.3
5628,011,7.0
5628,005,9.9
5628,001,9.6
5628,020,8.0
5629,004,4.1
5629,016,8.7
5629,014,5.6
5630,009,6.0
5630,011,4.1
5631,016,7.9
5631,003,6.2
5631,015,5.7
5632,010,5.3
5632,018,8.8
5632,021,9.6
5632,005,9.5
5632,007,7.9
5633,003,5.1
5633,020,8.4
5634,014,8.3
5634,011,7.6
5634,013,9.6
5634,008,4.5
5634,003,9.5
5634,006,4.7
5635,018,8.1
5635,010,7.1
5636,006,8.6
5636,015,5.5
5636,021,7.0
5636,022,4.2
5636,020,8.0
5636,011,7.1
5637,001,6.5
5637,022,8.0
5637,014,7.3
5637,009,8.9
5637,002,7.5
5638,008,7.9
5638,009,9.8
5638,013,8.7
5638,020,4.4
5638,019,5.9
5639,016,9.1
5639,002,4.5
5639,006,8.1
5639,020,4.1
5639,022,9.9
5640,017,8.7
5640,020,4.6
5640,010,9.1
5640,013,9.6
5640,014,7.1
5641,016,4.9
5641,021,4.5
5641,018,5.6
5641,017,4.5
5641,014,5.6
5642,013,7.6
5642,020,6.6
5642,011,5.8
5642,014,9.1
5642,005,9.1
5643,006,7.6
5643,017,8.1
5643,005,6.2
5643,003,7.3
5644,007,7.8
5644,003,6.9
5644,014,4.4
5644,008,6.3
5644,010,7.2
5645,017,9.2
5645,015,6.1
5645,003,9.3
5646,005,6.0
5646,015,8.1
5647,001,6.0
5647,012,8.9
5647,005,7.3
5647,017,8.6
5648,003,5.1
5648,021,8.9
5648,013,8.7
5649,011,7.2
5649,012,4.2
5649,020,6.7
5650,017,7.8
5650,012,4.0
5650,016,10.0
5650,019,5.0
5651,020,5.8
5651,011,8.3
5651,001,8.4
5652,011,8.0
5652,010,6.0
5653,019,6.4
5653,022,10.0
5653,014,4.5
5653,020,9.0
5653,007,9.1
5654,013,5.1
5654,021,4.9
5654,014,5.3
5655,018,8.5
5655,005,7.2
5656,020,8.7
5656,006,9.2
5656,010,7.6
5657,014,7.9
5657,003,9.9
5657,006,5.7
5657,016,5.7
5657,017,7.8
5657,007,4.5
5658,010,7.2
5658,006,4.8
5658,013,9.3
5658,008,5.0
5658,020,9.8
5658,002,8.1
5659,002,9.8
5659,009,8.0
5659,005,5.9
5659,021,9.8
5659,018,7.9
5660,012,7.0
5660,016,7.0
5660,003,4.9
5661,002,6.1
5661,014,8.1
5661,009,7.9
5661,018,7.6
5661,011,5.6
5662,013,7.9
5662,011,4.1
5662,020,7.9
5663,021,7.4
5663,004,4.6
5663,014,7.7
5664,022,9.8
5664,003,6.2
5664,008,7.6
5664,021,4.9
5664,019,7.1
5665,017,6.5
5665,006,8.8
5665,010,6.1
5665,016,7.3
5665,008,4.5
5665,015,6.1
5666,010,7.1
5666,021,9.6
5666,017,9.9
5666,018,4.4
5667,009,7.3
5667,016,5.7
5667,001,9.7
5668,021,7.4
5668,003,8.3
5668,011,5.4
5669,004,7.3
5669,011,5.5
5670,001,7.0
5670,004,9.1
5670,002,4.0
5670,018,7.1
5670,003,4.4
5671,021,5.6
5671,011,4.4
5671,016,8.3
5671,006,5.8
5671,012,5.6
5672,016,5.1
5672,009,5.0
5673,012,9.3
5673,005,9.5
5673,014,9.8
5674,021,9.7
5674,018,7.2
5674,017,5.2
5674,009,7.1
5674,015,6.3
5675,010,4.9
5675,020,8.1
5675,017,6.9
5675,018,4.5
5675,016,4.8
5675,001,5.3
5676,008,8.4
5676,021,7.0
5676,017,8.0
5676,018,8.7
5676,010,6.7
5677,014,5.1
5677,016,6.9
5677,019,5.4
5677,020,8.4
5678,010,5.1
5678,013,6.1
5679,022,4.8
5679,016,8.7
5679,018,7.1
5679,013,4.2
5680,015,6.4
5680,008,9.1
5680,003,5.9
5680,004,5.6
5680,012,5.9
5680,007,8.6
5681,003,7.2
5681,021,8.8
5681,013,7.6
5681,008,9.4
5681,020,6.7
5682,018,6.4
5682,005,7.0
5682,010,7.4
5682,012,6.6
5682,015,4.7
5683,012,4.3
5683,015,7.7
5683,002,5.8
5684,009,6.1
5684,008,9.6
5684,022,5.3
5684,011,9.6
5684,021,4.6
5684,003,4.7
5685,015,5.4
5685,017,8.0
5686,002,6.7
5686,015,5.5
5686,009,5.8
5686,020,7.8
5686,001,7.6
5686,013,7.3
5687,009,6.4
5687,012,5.0
5688,021,5.0
5688,012,5.1
5688,003,8.7
5688,020,6.0
5689,011,9.7
5689,015,8.4
5690,021,6.6
5690,012,9.8
5691,003,8.0
5691,018,6.4
5691,006,5.3
5691,004,6.6
5691,005,10.0
5691,017,7.5
5692,002,6.1
5692,017,6.4
5693,010,7.6
5693,022,7.7
5694,011,5.3
5694,002,8.1
5694,021,5.9
5694,022,5.7
5695,007,9.1
5695,019,5.7
5695,020,6.3
5695,004,6.4
5695,012,7.2
5695,010,8.6
5696,020,7.1
5696,014,5.0
5696,019,9.6
5696,008,6.0
5697,007,6.5
5697,019,4.9
5697,002,4.5
5697,011,9.2
5697,012,5.2
5698,018,8.0
5698,021,5.5
5698,015,7.9
5698,010,5.0
5699,004,8.3
5699,010,7.3
5699,016,4.9
5699,008,9.0
5700,012,5.6
5700,017,6.1
5700,019,6.4
5700,011,4.3
5701,003,9.4
5701,010,9.9
5702,002,8.1
5702,006,5.4
5702,004,4.4
5702,010,6.1
5702,012,6.4
5702,001,4.2
5703,003,4.9
5703,022,8.8
5704,011,8.9
5704,015,5.5
5704,005,6.8
5704,002,9.4
5704,003,6.6
5704,008,8.4
5705,022,6.1
5705,013,4.4
5705,001,5.0
5705,007,6.6
5705,011,5.7
5706,021,6.4
5706,010,9.7
5706,016,9.4
5706,002,8.7
5706,013,7.4
5706,014,6.0
5707,021,9.5
5707,011,4.4
5707,022,4.5
5708,007,4.2
5708,005,6.6
5708,002,8.9
5708,015,8.0
5708,018,4.9
5709,022,7.4
5709,008,7.6
5710,009,5.3
5710,021,4.8
5711,020,8.1
5711,007,8.0
5711,003,5.5
5711,022,6.0
5711,002,6.4
5712,016,4.9
5712,001,4.3
5712,006,5.9
5712,012,5.6
5712,015,6.2
5713,009,4.5
5713,022,8.6
5713,010,4.3
5713,008,5.7
5713,006,7.0
5713,021,8.9
5714,010,7.7
5714,013,5.8
5714,009,6.7
5715,019,9.9
5715,022,6.4
5715,013,5.7
5715,016,5.8
5716,022,6.7
5716,009,7.4
5716,013,4.2
5716,019,4.6
5716,007,6.0
5717,016,6.9
5717,003,4.4
5718,005,5.2
5718,016,9.0
5718,003,5.7
5718,001,7.1
5719,019,9.1
5719,003,5.1
5719,016,4.1
5720,003,6.9
5720,005,9.4
5720,014,5.6
5720,011,9.6
5720,018,4.9
5720,017,9.6
5721,006,6.2
5721,007,9.8
5721,013,7.2
5721,011,9.5
5722,021,7.0
5722,016,5.9
5722,004,4.4
5722,012,8.7
5722,002,5.0
5723,014,4.1
5723,010,10.0
5723,001,5.6
5724,019,9.2
5724,012,7.0
5724,006,4.9
5724,008,8.3
5724,013,7.1
5725,009,7.8
5725,014,10.0
5726,012,7.1
5726,006,6.9
5726,001,5.9
5726,019,4.6
5726,008,5.0
5726,009,5.3
5727,018,8.3
5727,001,6.9
5727,013,4.1
5728,003,7.2
5728,019,5.4
5728,016,8.8
5728,001,4.9
5728,017,8.8
5729,002,6.9
5729,022,9.0
5729,020,6.0
5729,019,7.7
5730,016,8.4
5730,015,4.6
5731,003,9.4
5731,013,8.6
5731,017,8.7
5731,011,4.7
5731,018,5.7
5732,016,4.2
5732,002,4.0
5732,010,6.2
5733,021,8.6
5733,020,8.4
5733,004,8.1
5733,011,6.8
5733,002,7.5
5734,018,8.3
5734,009,8.9
5734,004,9.0
5734,020,6.0
5734,016,5.9
5735,011,4.5
5735,016,7.1
5735,019,4.3
5736,017,8.6
5736,007,8.8
5736,011,5.7
5736,013,9.2
5736,022,5.3
5736,014,6.0
5737,013,9.2
5737,015,9.0
5737,004,9.8
5737,008,8.0
5737,014,5.6
5737,006,5.3
5738,013,7.8
5738,022,8.7
5738,019,4.4
5738,014,7.5
5738,012,5.2
5738,003,5.8
5739,003,5.8
5739,009,5.6
5739,019,5.8
5739,014,7.5
5739,018,4.9
5740,022,4.0
5740,001,5.2
5741,003,9.8
5741,017,5.0
5741,008,4.2
5742,013,6.5
5742,002,7.4
5742,001,4.4
5742,021,4.6
5743,004,4.7
5743,005,8.7
5744,011,5.4
5744,020,7.1
5744,016,9.7
5744,017,4.7
5744,003,4.6
5745,017,9.8
5745,016,4.8
5746,010,7.4
5746,007,7.5
5746,014,8.3
5746,017,4.2
5746,013,5.7
5746,011,7.0
5747,012,7.3
5747,019,6.0
5747,016,5.7
5747,005,9.8
5747,022,7.5
5747,002,9.0
5748,005,9.6
5748,010,9.4
5748,017,9.5
5748,003,8.7
5748,022,9.9
5749,021,6.6
5749,001,7.1
5749,004,7.3
5750,016,4.0
5750,014,4.5
5750,008,8.0
5750,004,4.7
5750,018,5.7
5750,020,6.7
5751,007,7.3
5751,001,6.9
5751,004,7.0
5751,017,7.8
5751,009,9.1
5752,020,7.4
5752,017,5.2
5752,001,7.4
5753,014,4.5
5753,008,8.8
5753,004,8.2
5753,013,9.4
5753,012,4.7
5754,008,5.3
5754,002,9.4
5754,005,5.1
5754,018,6.1
5754,001,9.3
5754,013,4.6
5755,008,6.2
5755,005,7.9
5755,011,7.4
5755,022,6.3
5755,012,4.6
5755,020,5.5
5756,022,6.1
5756,001,7.6
5757,007,8.2
5757,002,8.6
5757,021,9.3
5757,012,7.1
5757,005,9.1
5757,008,4.4
5758,003,7.0
5758,012,6.1
5758,021,8.8
5758,011,9.0
5758,020,5.1
5759,014,5.2
5759,020,9.8
5759,002,9.9
5759,008,6.7
5759,015,6.9
5760,022,6.5
5760,002,5.3
5761,011,5.3
5761,008,9.5
5762,018,5.7
5762,009,8.8
5762,003,5.2
5762,002,7.6
5763,014,8.7
5763,022,5.8
5764,013,8.9
5764,018,6.4
5765,021,8.7
5765,008,5.5
5765,002,8.2
5765,006,6.3
5765,012,6.6
5765,009,9.2
5766,017,4.2
5766,007,6.6
5766,015,5.5
5767,021,5.2
5767,010,4.2
5767,013,5.8
5767,007,7.8
5767,005,5.8
5767,020,9.9
5768,020,6.8
5768,008,5.2
5768,004,4.7
5768,009,9.5
5768,018,8.8
5768,014,6.2
5769,008,7.3
5769,010,5.1
5769,018,5.1
5769,011,9.0
5769,016,9.7
5769,001,8.0
5770,005,9.3
5770,018,8.4
5770,017,9.4
5770,002,4.0
5770,011,5.5
5771,002,6.3
5771,006,8.2
5771,003,8.7
5771,021,6.2
5771,009,6.5
5771,016,9.7
5772,009,7.3
5772,012,7.5
5772,002,6.9
5773,021,7.8
5773,011,6.6
5774,002,4.2
5774,016,6.9
5774,004,9.9
5775,017,4.3
5775,021,9.1
5775,005,9.9
5776,010,5.5
5776,016,5.8
5776,002,7.3
5776,009,5.9
5777,002,9.4
5777,010,6.8
5777,011,6.1
5777,006,9.1
5777,009,4.2
5778,013,9.1
5778,009,5.3
5778,021,9.1
5778,015,9.6
5778,010,4.4
5779,022,9.5
5779,016,4.0
5779,010,8.9
5779,004,8.9
5779,001,7.8
5779,019,8.9
5780,002,6.7
5780,007,9.6
5780,017,5.1
5780,021,5.4
5781,007,7.8
5781,003,7.6
5782,019,4.5
5782,006,7.5
5783,002,8.8
5783,017,8.9
5783,001,5.7
5783,005,8.3
5783,012,6.1
5784,002,6.7
5784,007,8.2
5784,018,5.7
5785,016,4.6
5785,018,6.0
5786,008,9.8
5786,017,6.2
5786,002,6.5
5786,006,6.6
5786,021,5.8
5786,011,8.6
5787,021,5.5
5787,017,6.5
5787,011,8.1
5788,001,7.6
5788,008,9.5
5788,004,9.3
5788,010,6.3
5789,015,9.9
5789,017,7.8
5789,002,8.5
5789,007,7.1
5789,005,8.8
5789,019,4.7
5790,008,4.3
5790,012,9.3
5791,004,5.0
5791,010,9.8
5791,018,7.4
5791,012,5.3
5791,008,6.5
5792,017,6.7
5792,014,7.1
5792,005,6.9
5792,001,4.2
5792,019,7.7
5793,008,6.5
5793,018,6.1
5793,017,7.8
5794,020,4.3
5794,017,9.3
5794,012,7.4
5794,015,6.5
5794,008,9.1
5794,002,7.9
5795,022,6.3
5795,004,10.0
5795,012,8.1
5795,016,7.4
5795,018,6.2
5796,009,5.1
5796,011,9.1
5796,016,7.7
5796,013,8.2
5796,007,9.1
5797,022,7.6
5797,020,5.1
5798,019,6.7
5798,011,5.9
5798,007,7.9
5798,021,8.3
5799,007,9.7
5799,014,6.0
5799,005,8.1
5799,022,8.0
5800,007,9.3
5800,016,4.3
5801,011,5.9
5801,004,6.5
5801,022,7.7
5801,013,4.4
5801,002,5.4
5802,021,4.8
5802,006,8.0
5802,019,5.1
5802,018,7.3
5802,007,4.5
5803,019,4.6
5803,020,6.7
5803,009,7.8
5803,010,9.8
5803,017,6.7
5803,007,9.7
5804,003,7.0
5804,018,5.0
5804,022,4.1
5804,006,4.9
5804,019,8.3
5805,017,5.4
5805,022,4.5
5805,003,9.3
5805,021,5.3
5805,005,5.5
5806,021,9.2
5806,015,7.9
5806,007,5.0
5806,010,5.5
5806,012,8.3
5807,001,5.7
5807,012,9.1
5807,021,4.3
5807,002,8.2
5807,017,5.1
5808,014,9.0
5808,007,6.6
5808,017,8.4
5808,006,8.2
5809,011,7.6
5809,001,9.9
5809,014,9.6
5809,021,5.0
5810,005,8.3
5810,017,8.9
5810,006,4.1
5810,018,6.7
5810,019,6.0
5810,014,7.1
5811,005,4.8
5811,022,7.2
5811,015,6.7
5812,011,8.7
5812,017,8.6
5812,013,8.0
5813,012,7.3
5813,006,9.7
5813,010,7.6
5814,013,6.9
5814,016,9.5
5814,009,9.0
5814,012,4.1
5814,002,5.0
5814,019,5.1
5815,007,4.2
5815,010,7.8
5815,022,5.7
5815,017,4.2
5816,020,5.0
5816,010,6.5
5816,001,4.9
5816,009,9.3
5816,018,8.8
5816,017,6.6
5817,006,7.8
5817,021,6.6
5818,017,9.7
5818,013,8.9
5818,001,9.4
5818,005,8.6
5819,014,4.6
5819,020,9.4
5819,021,6.1
5819,018,8.2
5819,009,6.1
5820,004,7.2
5820,017,4.0
5821,017,5.1
5821,012,9.1
5821,020,4.7
5821,021,6.1
5821,009,8.7
5821,003,9.5
5822,013,9.3
5822,019,7.2
5822,002,7.0
5823,009,6.7
5823,022,9.8
5823,017,9.7
5824,002,9.8
5824,017,7.7
5824,012,4.1
5824,011,8.0
5824,007,5.6
5824,018,6.0
5825,001,6.9
5825,004,5.8
5825,009,5.5
5826,015,9.2
5826,007,4.6
5826,011,5.7
5826,017,8.4
5826,002,5.3
5827,017,9.6
5827,008,6.0
5828,010,9.0
5828,009,4.5
5829,022,6.9
5829,021,6.0
5829,019,4.4
5829,006,6.2
5829,004,8.4
5830,004,4.7
5830,007,9.2
5830,008,8.0
5831,012,4.1
5831,021,4.8
5831,016,6.6
5831,007,6.0
5832,006,9.6
5832,004,5.7
5832,013,5.7
5833,001,7.0
5833,019,9.2
5834,003,8.4
5834,001,4.1
5834,009,6.9
5835,012,9.6
5835,007,7.4
5835,003,7.6
5835,010,5.8
5835,019,7.8
5835,011,7.5
5836,011,8.4
5836,016,7.6
5837,019,6.6
